Code,Name,Name2,FieldCount,IsDoor,IsStulp,PostType,OpeningPerField
FS761Z,"Drzwi harmonijkowe 7 kw. (6 kw. na lewo + 1 kw. rozw.)","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-LZS3 | F7: FS-R-PZ
FS770,"Drzwi harmonijkowe 7 kw. otw. na lewo","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-LW | F6: FS-LWS3 | F7: FS-LW
FS770Z,"Drzwi harmonijkowe 7 kw. otw. na lewo","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-LZS3 | F7: FS-LZ
FS808,"Drzwi harmonijkowe 8 kw. otw. na prawo","",99,Yes,No,Vertical Mullion,F1: FS-PWS4 | F2: FS-PW | F3: FS-PWS3 | F4: FS-PW | F5: FS-PWS2 | F6: FS-PW | F7: FS-PWS | F8: FS-PW
FS808Z,"Drzwi harmonijkowe 8 kw. otw. na prawo","",99,Yes,No,Vertical Mullion,F1: FS-PZS4 | F2: FS-PZ | F3: FS-PZS3 | F4: FS-PZ | F5: FS-PZS2 | F6: FS-PZ | F7: FS-PZS | F8: FS-PZ
FS817,"Drzwi harmonijkowe 8 kw. (1 kw. rozw + 7 kw. otw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-R-LW | F2: FS-PWS | F3: FS-PWS3 | F4: FS-PW | F5: FS-PWS2 | F6: FS-PW | F7: FS-PWS | F8: FS-PW
FS817Z,"Drzwi harmonijkowe 8 kw. (1 kw. rozw + 7 kw. otw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-R-LZ | F2: FS-PZS | F3: FS-PZS3 | F4: FS-PZ | F5: FS-PZS2 | F6: FS-PZ | F7: FS-PZS | F8: FS-PZ
FS826,"Drzwi harmonijkowe 8 kw. (2 kw. na lewo + 6 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-PWS3 | F4: FS-PW | F5: FS-PWS2 | F6: FS-PW | F7: FS-PWS | F8: FS-PW
FS826Z,"Drzwi harmonijkowe 8 kw. (2 kw. na lewo + 6 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-PZS3 | F4: FS-PZ | F5: FS-PZS2 | F6: FS-PZ | F7: FS-PZS | F8: FS-PZ
FS835,"Drzwi harmonijkowe 8 kw. (3 kw. na lewo + 5 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LWS | F4: FS-PW | F5: FS-PWS2 | F6: FS-PW | F7: FS-PWS | F8: FS-PW
FS835Z,"Drzwi harmonijkowe 8 kw. (3 kw. na lewo + 5 kw. na prawo)","Prawe wiodące",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZS | F4: FS-PZ | F5: FS-PZS2 | F6: FS-PZ | F7: FS-PZS | F8: FS-PZ
FS844,"Drzwi harmonijkowe 8 kw. (4 kw. na lewo + 4 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-PWS2 | F6: FS-PW | F7: FS-PWS | F8: FS-PW
FS844Z,"Drzwi harmonijkowe 8 kw. (4 kw. na lewo + 4 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-PZS2 | F6: FS-PZ | F7: FS-PZS | F8: FS-PZ
FS853,"Drzwi harmonijkowe 8 kw. (5 kw. na lewo + 3 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-LW | F6: FS-PWS | F7: FS-PWS | F8: FS-PW
FS853Z,"Drzwi harmonijkowe 8 kw. (5 kw. na lewo + 3 kw. na prawo)","Lewe wiodące",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-PZS | F7: FS-PZS | F8: FS-PZ
FS862,"Drzwi harmonijkowe 8 kw. (6 kw. na lewo + 2 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-LW | F6: FS-LWS3 | F7: FS-PWS | F8: FS-PW
FS862Z,"Drzwi harmonijkowe 8 kw. (6 kw. na lewo + 2 kw. na prawo)","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-LZS3 | F7: FS-PZS | F8: FS-PZ
FS871,"Drzwi harmonijkowe 8 kw. (7 kw. na lewo + 1 kw. rozw.)","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-LW | F6: FS-LWS3 | F7: FS-LWS | F8: FS-R-PW
FS871Z,"Drzwi harmonijkowe 8 kw. (7 kw. otw. na lewo + 1 kw. rozw.)","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-LZS3 | F7: FS-LZS | F8: FS-R-PZ
FS880,"Drzwi harmonijkowe 8 kw. otw. na lewo","",99,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW | F4: FS-LWS2 | F5: FS-LW | F6: FS-LWS3 | F7: FS-LW | F8: FS-LWS4
FS880Z,"Drzwi harmonijkowe 8 kw. otw. na lewo","",99,Yes,No,Vertical Mullion,F1: FS-LZ | F2: FS-LZS | F3: FS-LZ | F4: FS-LZS2 | F5: FS-LZ | F6: FS-LZS3 | F7: FS-LZ | F8: FS-LZS4
FSD303,"Drzwi harmonijkowe 3 kw. otw. na prawo","",3,Yes,No,Vertical Mullion,F1: FS-PW | F2: FS-PWS | F3: FS-PW
FSD312,"Drzwi harmonijkowe 3 kw. (1 kw. rozw + 2 kw. otw. na prawo)","",3,Yes,No,Vertical Mullion,F1: FS-R-LW | F2: FS-PWS | F3: FS-PW
FSD321,"Drzwi harmonijkowe 3 kw. (2 kw. otw. na lewo + 1 kw. rozw.)","",3,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-R-PW
FSD330,"Drzwi harmonijkowe 3 kw. otw. na lewo","",3,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LW
FSD413,"Drzwi harmonijkowe 4 kw. (1 kw. rozw + 3 kw. otw. na prawo)","",4,Yes,No,Vertical Mullion,F1: FS-R-LW | F2: FS-PWSL | F3: FS-PWS | F4: FS-PW
FSD431,"Drzwi harmonijkowe 4 kw. (3 kw. otw. na lewo + 1 kw. rozw.)","",4,Yes,No,Vertical Mullion,F1: FS-LW | F2: FS-LWS | F3: FS-LWSP | F4: FS-R-PW
P100,"Stałe szklenie PSK","",1,Yes,No,None (Single Field),F1: PSK-FIX
P101,"PSK  otw. na prawo","montaż prowadnic na sąsiadującej jednostce",1,Yes,No,None (Single Field),F1: PSK-P
P102,"PSK  otw. na lewo","montaż prowadnic na sąsiadującej jednostce",1,Yes,No,None (Single Field),F1: PSK-L
P103,"Stałe szklenie w skrzydle PSK","",1,Yes,No,None (Single Field),F1: PSK-FIX-S
P201,"PSK  otw. na prawo","",2,Yes,No,Vertical Mullion,F1: PSK-P | F2: PSK-FIX
P202,"PSK  otw. na lewo","",2,Yes,No,Vertical Mullion,F1: PSK-FIX | F2: PSK-L
P203,"PSK  otw. na prawo UP + FF","",2,Yes,No,Vertical Mullion,F1: PSK-P | F2: PSK-FIX-S
P204,"PSK  otw. na lewo  FF + UP","",2,Yes,No,Vertical Mullion,F1: PSK-FIX-S | F2: PSK-L
P205,"PSK 2 skrz. ze sł. ruch., prawe skrzydło czynne","",2,Yes,No,Vertical Mullion,F1: PSK-Pc | F2: PSK-Lb
P206,"PSK 2 skrz. ze sł. ruch., lewe skrzydło czynne","",2,Yes,No,Vertical Mullion,F1: PSK-Lc | F2: PSK-Pb
P401,"Okno PSK 4 skrz. ze sł. ruch., prawe skrzydło czynne","",4,Yes,No,Vertical Mullion,F1: PSK-FIX | F2: PSK-Lb | F3: PSK-Pc | F4: PSK-FIX
P402,"Okno PSK 4 skrz. ze sł. ruch., lewe skrzydło czynne","",4,Yes,No,Vertical Mullion,F1: PSK-FIX | F2: PSK-Lc | F3: PSK-Pb | F4: PSK-FIX
PP100,"Stałe szklenie PSK","",1,Yes,No,None (Single Field),F1: PSK-FIX
PP101,"PSK na profilu pośrednim otw. na prawo","montaż prowadnic na sąsiadującej jednostce",1,Yes,No,None (Single Field),F1: PSK-P
PP102,"PSK na profilu pośrednim otw. na lewo","montaż prowadnic na sąsiadującej jednostce",1,Yes,No,None (Single Field),F1: PSK-L
PP103,"Stałe szklenie w skrzydle PSK","",1,Yes,No,None (Single Field),F1: PSK-FIX-S
PP201,"PSK na profilu pośrednim otw. na prawo","",2,Yes,No,Vertical Mullion,F1: PSK-P | F2: PSK-FIX
PP202,"PSK na profilu pośrednim otw. na lewo","",2,Yes,No,Vertical Mullion,F1: PSK-FIX | F2: PSK-L
PP203,"PSK na profilu pośrednim otw. na prawo UP + FF","",2,Yes,No,Vertical Mullion,F1: PSK-P | F2: PSK-FIX-S
PP204,"PSK na profilu pośrednim otw. na lewo  FF + UP","",2,Yes,No,Vertical Mullion,F1: PSK-FIX-S | F2: PSK-L
PP205,"PSK na profilu pośrednim 2 skrz. ze sł. ruch., prawe czynne","",2,Yes,No,Vertical Mullion,F1: PSK-Pc | F2: PSK-Lb
PP206,"PSK na profilu pośrednim 2 skrz. ze sł. ruch., lewe czynne","",2,Yes,No,Vertical Mullion,F1: PSK-Lc | F2: PSK-Pb
PR_S,"Pergola Single","",1,No,No,None (Single Field),F1: X
